WORD,LANGUAGE_ID,SENTIMENT
"حَزين","ar","-2"
"حَسّاس","ar","-1"
"حَقود","ar","-2"
"حَقير","ar","-2"
"حَكَّة","ar","-1"
"حَكيم","ar","2"
"حَماس","ar","2"
"حَميم","ar","2"
"حَنان","ar","2"
"حَيَوِيّة","ar","1"
"حَيَوان","ar","-3"
"حُبّ","ar","3"
"حُثالة","ar","-3"
"حُرِّيَّة","ar","2"
"حُزْن","ar","-2"
"حُطام","ar","-1"
"حُلْو","ar","2"
"حُمار","ar","-3"
"حِكْمة","ar","2"
"حِلو","ar","2"
"حِنَيِّن","ar","2"
"حّدْسي","ar","1"
"حاسِم","ar","1"
"حالِم","ar","1"
"حالاً","ar","2"
"حقّاً","ar","1"
"حيرة","ar","-2"
"خَبْط","ar","-2"
"خَبيت","ar","-2"
"خَبيث","ar","-2"
"خَبير","ar","2"
"خَجول","ar","-2"
"خَدوم","ar","2"
"خَرِب","ar","-2"
"خَراب","ar","-2"
"خَسْران","ar","-2"
"خَشِن","ar","-1"
"خَطَر","ar","-2"
"خَطِر","ar","-2"
"خَطِير","ar","-2"
"خَطأ","ar","-2"
"خَطير","ar","-2"
"خَفي","ar","-1"
"خَلَل","ar","-1"
"خَوَل","ar","-3"
"خَوْف","ar","-2"
"خُسارة","ar","-2"
"خُمول","ar","-2"
"خِداع","ar","-2"
"خِزْي","ar","-2"
"خِشِن","ar","-1"
"خِلاف","ar","-2"
"خِناق","ar","-2"
"خِيانة","ar","-2"
"خادِع","ar","-2"
"خارِق","ar","3"
"خاسِر","ar","-2"
"خامِل","ar","-2"
"خانِق","ar","-2"
"خايِن","ar","-2"
"خايف","ar","-2"
"خاين","ar","-2"
"خائن","ar","-2"
"خرا","ar","-3"
"خوف","ar","-2"
"دَقيق","ar","2"
"دَمَوي","ar","-2"
"دَمْعة","ar","-2"
"دَوْشة","ar","-1"
"دِفء","ar","1"
"دّقيق","ar","1"
"داعِم","ar","1"
"دافي","ar","2"
"دامِع","ar","-1"
"دامِعاً","ar","-2"
"داهْية","ar","-1"
"درامي","ar","-1"
"دودة","ar","-2"
"ديبْلوماسي","ar","1"
"ديكْتاتوري","ar","-2"
"ديكور","ar","2"
"ذَكي","ar","2"
"ذَنْب","ar","-2"
"ذُلّ","ar","-2"
"ذِهْني","ar","1"
"رَتابة","ar","-1"
"رَتيب","ar","-1"
"رَثّ","ar","-1"
"رَثاء","ar","-1"
"رَثاثة","ar","-1"
"رَحْمة","ar","2"
"رَحيم","ar","2"
"رَخْو","ar","-1"
"رَداءة","ar","-2"
"رَدئ","ar","-2"
"رَشاقة","ar","2"
"رَشيق","ar","2"
"رَطِب","ar","-1"
"رَفْض","ar","-2"
"رَقيق","ar","1"
"رَوْحاني","ar","1"
"رَوْحي","ar","1"
"رَوْعة","ar","2"
"رَواج","ar","2"
"رُطوبة","ar","-1"
"رُعْب","ar","-3"
"رُفَيَّع","ar","-1"
"رُقِيّ","ar","2"
"رُكود","ar","-1"
"رِضا","ar","2"
"رِقّة","ar","1"
"راحة","ar","2"
"راضي","ar","2"
"راقي","ar","2"
"راكِد","ar","-1"
"رائج","ar","2"
"رائد","ar","1"
"رائع","ar","2"
"رغّاي","ar","-1"
"زَحْلَقة","ar","-2"
"زَحْمة","ar","-2"
"زَعَل","ar","-2"
"زَعْلان","ar","-2"
"زَعلان","ar","-2"
"زَغلَلة","ar","-1"
"زَلِق","ar","-2"
"زَنْقة","ar","-2"
"زَهَق","ar","-2"
"زَهْقان","ar","-2"
"زُبْر","ar","-2"
"زِبالة","ar","-2"
"زِبر","ar","-3"
"زِميل","ar","1"
"زِنجي","ar","-1"
"زاحِف","ar","-1"
"زاهي","ar","1"
"زايِد","ar","-1"
"زائف","ar","-2"
"سَآلة","ar","-2"
"سَخافة","ar","-1"
"سَخيف","ar","-2"
"سَدّ","ar","-2"
"سَريع","ar","2"
"سَطْحي","ar","-1"
"سَعادة","ar","2"
"سَعيد","ar","2"
"سَفالة","ar","-2"
"سَلْبي","ar","-2"
"سَلامة","ar","1"
"سَماوي","ar","3"
"سَهْل","ar","2"
"سَيِّئ","ar","-2"
"سَيِّئ","ar","-2"
"سَييل","ar","-2"
"سُبْحانُه","ar","3"
"سُخْرِية","ar","-1"
"سُقوط","ar","-2"
"سُمُوّ","ar","2"
"سُمّ","ar","-2"
"سُهولة","ar","2"
"سِجْن","ar","-2"
"سِحْر","ar","2"
"سِحْري","ar","2"
"سِرّي","ar","-1"
"سِلْمِيَة","ar","2"
"سِلْمي","ar","1"
"سِمّ","ar","-2"
"ساحِر","ar","2"
"ساحِق","ar","-2"
"ساخِر","ar","-1"
"ساذِج","ar","-1"
"سار","ar","2"
"سافِل","ar","-2"
"ساقِطة","ar","-2"
"سامّ","ar","-2"
"سائد","ar","1"
"سوء","ar","-2"
"سوقي","ar","-2"
"شَجاع","ar","1"
"شَحَات","ar","-2"
"شَديد","ar","-2"
"شَرَف","ar","2"
"شَرْموطة","ar","-2"
"شَريف","ar","2"
"شَعْبِية","ar","2"
"شَغَب","ar","-2"
"شَقي","ar","-2"
"شَكْوى","ar","-2"
"شَكّ","ar","-2"
"شَكّاي","ar","-2"
"شَنيع","ar","-3"
"شَهْم","ar","2"
"شَهْوة","ar","-2"
"شَهامة","ar","2"
"شَيْطان","ar","-2"
"شَيْطاني","ar","-2"
"شُجاع","ar","2"
"شُذوذ","ar","-1"
"شُمول","ar","1"
"شِديد","ar","-2"
"شِرّير","ar","-2"
"شِعْري","ar","1"
"شِلَّة","ar","-1"
"شِياكة","ar","1"
"شاكِر","ar","2"
"شاكي","ar","-2"
"شائع","ar","2"
"شائك","ar","-2"
"شائن","ar","-2"
"شيك","ar","2"
"صَدْمة","ar","-2"
"صَريح","ar","1"
"صَرير","ar","-2"
"صَعْب","ar","-2"
"صُداع","ar","-2"
"صُرْصار","ar","-2"
"صُعوبة","ar","-2"
"صُعود","ar","2"
"صِحّي","ar","2"
"صِدْق","ar","1"
"صاخِب","ar","-1"
"صادِق","ar","2"
"صادِم","ar","-2"
"صارِم","ar","-1"
"صخَب","ar","-1"
"ضَرَر","ar","-2"
"ضَرْب","ar","-2"
"ضَعْف","ar","-1"
"ضَعيف","ar","-2"
"ضَغْط","ar","-2"
"ضَغيف","ar","-2"
"ضَلْمة","ar","-2"
"ضَيَّق","ar","-1"
"ضَيِّق","ar","-1"
"ضَئيل","ar","-2"
"ضار","ar","-2"
"ضايِع","ar","-2"
"ضائع","ar","-2"
"ضيق","ar","-1"
"طَري","ar","-1"
"طَفْح","ar","-1"
"طَفاسة","ar","-1"
"طَلاقة","ar","2"
"طَمَّاع","ar","-2"
"طَموح","ar","2"
"طَيِّب","ar","2"
"طُلوع","ar","2"
"طارئ","ar","-2"
"طازة","ar","2"
"طاغي","ar","-2"
"طايش","ar","-2"
"طائش","ar","-2"
"طيبة","ar","2"
"طيز","ar","-3"
"ظَريف","ar","2"
"ظَلام","ar","-1"
"عَبَت","ar","-1"
"عَبْقَري","ar","3"
"عَبيط","ar","-3"
"عَتيق","ar","-2"
"عَجْز","ar","-2"
"عَذاب","ar","-2"
"عَرْص","ar","-3"
"عَرْقان","ar","-2"
"عَرص","ar","-3"
"عَزيزي","ar","2"
"عَشْوايي","ar","-1"
"عَشْوائي","ar","-1"
"عَصْري","ar","2"
"عَطْف","ar","2"
"عَظيم","ar","2"
"عَفَن","ar","-2"
"عَفِن","ar","-2"
"عَفْوي","ar","1"
"عَقَبة","ar","-2"
"عَقْل","ar","2"
"عَقْلاني","ar","1"
"عَقوبة","ar","-2"
"عَقيم","ar","-3"
"عَكْس","ar","-1"
"عَكْسي","ar","-1"
"عَلَناً","ar","2"
"عَمْداً","ar","-2"
"عَميق","ar","2"
"عَنيد","ar","-2"
"عَنيف","ar","-2"
"عَوَجان","ar","-2"
"عَيْب","ar","-2"
"عُبودِية","ar","-2"
"عُدْوانِيّة","ar","-2"
"عُدْواني","ar","-2"
"عُدوانِيّة","ar","-2"
"عُذر","ar","-1"
"عُرْضة","ar","-1"
"عُطْل","ar","-2"
"عُقْدة","ar","-2"
"عُقوبة","ar","-2"
"عُنْصُري","ar","-2"
"عُنْف","ar","-2"
"عِبء","ar","-2"
"عِبادة","ar","3"
"عِصْيان","ar","-1"
"عاجِز","ar","-2"
"عادِل","ar","2"
"عادي","ar","-1"
"عار","ar","-2"
"عاصِف","ar","-1"
"عاطِفي","ar","2"
"عاطِل","ar","-1"
"عاقِل","ar","1"
"عامّةً","ar","1"
"عيب","ar","-2"
"غَباء","ar","-2"
"غَبي","ar","-2"
"غَرْقان","ar","-2"
"غَرابة","ar","-1"
"غَرام","ar","2"
"غَريب","ar","-1"
"غَريزي","ar","1"
"غَزْو","ar","-1"
"غَضَب","ar","-2"
"غَضْبان","ar","-2"
"غَلَط","ar","-2"
"غَلْطان","ar","-2"
"غَلْطة","ar","-2"
"غَني","ar","2"
"غُموض","ar","-1"
"غِنى","ar","2"
"غاضِب","ar","-3"
"غالي","ar","-2"
"غامِر","ar","-2"
"غامِض","ar","-2"
"غايِب","ar","-1"
"غيرة","ar","-2"
"فَجْأة","ar","-1"
"فَخْر","ar","2"
"فَخْم","ar","2"
"فَخّ","ar","-2"
"فَخامة","ar","2"
"فَرْحان","ar","2"
"فَرْحة","ar","2"
"فَرْض","ar","-1"
"فَزَع","ar","-2"
"فَساد","ar","-2"
"فَشَل","ar","-2"
"فَصاحة","ar","1"
"فَصيح","ar","1"
"فَضيحة","ar","-2"
"فَضيلة","ar","1"
"فَظّ","ar","-1"
"فَظاظة","ar","-1"
"فَظاعة","ar","-3"
"فَظيع","ar","-2"
"فَعّال","ar","2"
"فَعالِية","ar","2"
"فَقْر","ar","-2"
"فَقير","ar","-2"
"فَلْحَسة","ar","-1"
"فَلاح","ar","-2"
"فَوْضَوِيَّة","ar","-2"
"فَوْضَوي","ar","-2"
"فَوْضى","ar","-2"
"فَيَضان","ar","-2"
"فَيروس","ar","-1"
"فُرْصة","ar","1"
"فُرصة","ar","2"
"فُضولي","ar","-1"
"فُقْفيقة","ar","-1"
"فِضيحة","ar","-2"
"فِعلاً","ar","1"
"فِهْم","ar","2"
"فاتِر","ar","-1"
"فارِغ","ar","-1"
"فاسِد","ar","-2"
"فاسِق","ar","-3"
"فاشِل","ar","-2"
"فاضِح","ar","-2"
"فاضِل","ar","1"
"فاضي","ar","-2"
"فاهِم","ar","1"
"فائز","ar","2"
"قًوي","ar","2"
"قَبول","ar","1"
"قَبيح","ar","-2"
"قَتْل","ar","-3"
"قَديم","ar","-2"
"قَذِر","ar","-2"
"قَذْف","ar","-2"
"قَذارة","ar","-2"
"قَرَص","ar","-2"
"قَرَف","ar","-2"
"قَرْفان","ar","-2"
"قَضيب","ar","-2"
"قَطْع","ar","-1"
"قَلَق","ar","-2"
"قَلِق","ar","-2"
"قَلْقان","ar","-2"
"قَمْع","ar","-2"
"قَمعي","ar","-2"
"قَوي","ar","2"
"قَيْد","ar","-1"
"قُبْح","ar","-2"
"قُرَيِّب","ar","2"
"قُوّة","ar","2"
"قِتال","ar","-2"
"قِدَم","ar","-1"
"قِشْرة","ar","-1"
"قِمامة","ar","-2"
"قادِر","ar","1"
"قاسي","ar","-2"
"قاطِع","ar","1"
"قوة","ar","2"
"قيد","ar","-1"
"كَآبة","ar","-1"
"كَدْمة","ar","-1"
"كَرَم","ar","2"
"كَرْب","ar","-2"
"كَراهِية","ar","-2"
"كَريم","ar","2"
"كَريه","ar","-2"
"كَسَل","ar","-2"
"كَسول","ar","-2"
"كَشَشان","ar","-2"
"كَعْبَلة","ar","-2"
"كَفاءة","ar","2"
"كَيْدي","ar","-2"
"كَييب","ar","-2"
"كَئيب","ar","-2"
"كُتْلة","ar","-1"
"كُفْء","ar","2"
"كُفْر","ar","-2"
"كُفء","ar","2"
"كُوَيِّس","ar","2"
"كُئيب","ar","-2"
"كِتير","ar","2"
"كِفاية","ar","1"
"كّرامة","ar","2"
"كابوس","ar","-2"
"كارِه","ar","-2"
"كارْتة","ar","-2"
"كافِر","ar","-2"
"كافي","ar","1"
"كوكايين","ar","-3"
"كوكائين","ar","-3"
"كيوت","ar","2"
"كييب","ar","-2"
"لَبِق","ar","2"
"لَحوح","ar","-1"
"لَخْبَطة","ar","-2"
"لَذّة","ar","2"
"لَذيذ","ar","2"
"لَزِج","ar","-2"
"لَزْقة","ar","-2"
"لَطْخة","ar","-2"
"لَطيف","ar","2"
"لَعْنة","ar","-2"
"لَوْم","ar","-2"
"لُطْخة","ar","-2"
"لُغْز","ar","-2"
"لُواطِيّة","ar","-3"
"لادِع","ar","-2"
"لاذِع","ar","-1"
"لامُبالي","ar","-1"
"لامِع","ar","1"
"للأسَف","ar","-2"
"لوم","ar","-2"
"مٍتَرَّب","ar","-1"
"مَأساة","ar","-3"
"مَأسوي","ar","-3"
"مَبْسوط","ar","2"
"مَبْلول","ar","-2"
"مَتْفَلْحَس","ar","-1"
"مَتين","ar","2"
"مَجْنون","ar","-2"
"مَحْبوب","ar","2"
"مَحْدود","ar","-2"
"مَحْروم","ar","-1"
"مَحْظوظ","ar","2"
"مَدْروس","ar","2"
"مَديح","ar","2"
"مَرَضي","ar","-2"
"مَرِن","ar","1"
"مَرْعوب","ar","-2"
"مَرْغوب","ar","2"
"مَسْرَحي","ar","-1"
"مَسْرور","ar","2"
"مَسْموم","ar","-1"
"مَسْئول","ar","2"
"مَساوي","ar","-1"
"مَسئول","ar","2"
"مَشْبوه","ar","-2"
"مَشْحون","ar","-1"
"مَشْهور","ar","2"
"مَصْدوم","ar","-2"
"مَصْقول","ar","1"
"مَطّاطي","ar","-2"
"مَعَندوش دَمّ","ar","-3"
"مَعْصوم","ar","2"
"مَعْقول","ar","2"
"مَعْووج","ar","-2"
"مَعْيوب","ar","-2"
"مَعروف","ar","2"
"مَعووج","ar","-1"
"مَغْرور","ar","-1"
"مَفْتون","ar","2"
"مَفْضوح","ar","-2"
"مَفْقود","ar","-2"
"مَقْبول","ar","1"
"مَقْطوع","ar","-1"
"مَكْسور","ar","-2"
"مَلْجأ","ar","1"
"مَلْحَمي","ar","2"
"مَلْعون","ar","-2"
"مَلْكَعة","ar","-1"
"مَلْموم","ar","2"
"مَمْصوص","ar","-1"
"مَنْحوس","ar","-2"
"مَنْطِقي","ar","2"
"مَنْفوخ","ar","-1"
"مَهْجور","ar","-2"
"مَهْدور","ar","-1"
"مَهْزَلة","ar","-1"
"مَهْزوم","ar","-2"
"مَهارة","ar","2"
"مَهيب","ar","2"
"مَوْضوعي","ar","1"
"مَوْهوب","ar","2"
"مَيِّت","ar","-2"
"مُبَجَّل","ar","2"
"مُبَدَّد","ar","-2"
"مُبَدِّد","ar","-2"
"مُبَعْثَر","ar","-1"
"مُبَكِّر","ar","-1"
"مُبَكِّراً","ar","-1"
"مُبْتَذَل","ar","-2"
"مُبْتَكِر","ar","2"
"مُبْتَهِج","ar","2"
"مُبْدِع","ar","1"
"مُبْهِر","ar","2"
"مُبادِر","ar","1"
"مُبارَك","ar","2"
"مُبارْكة","ar","2"
"مُبتَلّ","ar","-2"
"مُتَّهَم","ar","-2"
"مُتَاخِّر","ar","-2"
"مُتَبَصِّر","ar","1"
"مُتَباهي","ar","-2"
"مُتَجاهِل","ar","-1"
"مُتَجاوِب","ar","1"
"مُتَحَجِّر","ar","-2"
"مُتَحَدّي","ar","-1"
"مُتَحَذْلِق","ar","-1"
"مُتَحَضِّر","ar","1"
"مُتَحَفِّظ","ar","-1"
"مُتَحَمِّس","ar","2"
"مُتَحَمِّس","ar","1"
"مُتَخَلِّف","ar","-2"
"مُتَخَوِّف","ar","-1"
"مُتَدَفِّق","ar","1"
"مُتَدَيِّن","ar","1"
"مُتَداعي","ar","-2"
"مُتَرَدِّد","ar","-2"
"مُتَرَدِّد","ar","-1"
"مُتَرَهِّل","ar","-2"
"مُتَرابِط","ar","1"
"مُتَزَعْزِع","ar","-1"
"مُتَسَلِّط","ar","-2"
"مُتَسَوِّس","ar","-2"
"مُتَسامِح","ar","2"
"مُتَساهِل","ar","-1"
"مُتَشَكِّك","ar","-2"
"مُتَشابِك","ar","-1"
"مُتَضارِب","ar","-2"
"مُتَطَرِّف","ar","-2"
"مُتَطَلِّب","ar","-2"
"مُتَطَوِّر","ar","2"
"مُتَظاهِر","ar","-1"
"مُتَعَجْرِف","ar","-1"
"مُتَعَرِّق","ar","-2"
"مُتَعَصِّب","ar","-2"
"مُتَعَفِّن","ar","-2"
"مُتَعاوِن","ar","2"
"مُتَفَجِّر","ar","-2"
"مُتَفَوِّق","ar","2"
"مُتَفاني","ar","1"
"مُتَفائل","ar","2"
"مُتَقَّف","ar","2"
"مُتَقَبِّل","ar","1"
"مُتَقَلِّب","ar","-1"
"مُتَكَبِّر","ar","-2"
"مُتَكَتِّل","ar","-1"
"مُتَكَلِّف","ar","-1"
"مُتَكاسِل","ar","-1"
"مُتَلَوّي","ar","-1"
"مُتَلاعِب","ar","-1"
"مُتَمَرِّد","ar","-2"
"مُتَمَلِّق","ar","-2"
"مُتَمَيِّز","ar","2"
"مُتَماسِك","ar","1"
"مُتَمايِل","ar","-2"
"مُتَناسِق","ar","1"
"مُتَنافِر","ar","-2"
"مُتَناقِض","ar","-2"
"مُتَهَوِّر","ar","-2"
"مُتَوَتِّر","ar","-2"
"مُتَوَسِّط","ar","-1"
"مُتَواضِع","ar","1"
"مُتْرَف","ar","2"
"مُتْعِب","ar","-2"
"مُتْعة","ar","2"
"مُتْقَن","ar","2"
"مُتْمِر","ar","2"
"مُثَبِّط","ar","-2"
"مُثَقَّف","ar","2"
"مُثْقَل","ar","-1"
"مُثابَرة","ar","2"
"مُثابِر","ar","2"
"مُثير","ar","2"
"مُجَدَّد","ar","2"
"مُجْبَر","ar","-2"
"مُجْتَهِد","ar","2"
"مُجْرِم","ar","-2"
"مُجْهِد","ar","-2"
"مُجامِل","ar","2"
"مُجامْلة","ar","1"
"مُحَبَّب","ar","1"
"مُحَرَّف","ar","-2"
"مُحَفِّز","ar","2"
"مُحَمَّل","ar","-1"
"مُحِبّ","ar","2"
"مُحْبَط","ar","-2"
"مُحْبِط","ar","-2"
"مُحْتَرَم","ar","2"
"مُحْرَج","ar","-2"
"مُحْرِج","ar","-2"
"مُحْسِن","ar","1"
"مُحتال","ar","-2"
"مُخَرَّب","ar","-2"
"مُخَرِّب","ar","-2"
"مُخَفَّض","ar","-2"
"مُخِلِص","ar","1"
"مُخْتَصَر","ar","1"
"مُخْتَلّ","ar","-2"
"مُخْجِل","ar","-2"
"مُخْزي","ar","-2"
"مُخْلِص","ar","2"
"مُخادِع","ar","-2"
"مُخيف","ar","-2"
"مُدَمَّر","ar","-2"
"مُدَمِّر","ar","-2"
"مُدَوّي","ar","-1"
"مُدْمِن","ar","-2"
"مُدْهَب","ar","1"
"مُدْهِش","ar","3"
"مُذِلّ","ar","-2"
"مُذْنِب","ar","-2"
"مُذْهِل","ar","2"
"مُرْبِك","ar","-2"
"مُرْتَشي","ar","-2"
"مُرْتَعِب","ar","-2"
"مُرْتاح","ar","2"
"مُرْضي","ar","2"
"مُرْعِب","ar","-2"
"مُرْعوب","ar","-3"
"مُرْهَق","ar","-2"
"مُرْهِق","ar","-2"
"مُرّ","ar","-2"
"مُراعي","ar","1"
"مُرتَبِك","ar","-1"
"مُرعِب","ar","-3"
"مُرونة","ar","1"
"مُريب","ar","-2"
"مُريح","ar","2"
"مُزَعْزَع","ar","-2"
"مُزَيَّف","ar","-2"
"مُزَيِّف","ar","-2"
"مُزْعِج","ar","-2"
"مُسَرِّب","ar","-2"
"مُسَلَي","ar","2"
"مُسَلّي","ar","2"
"مُسْتَحيل","ar","-2"
"مُسْتَرْخي","ar","2"
"مُسْتَشْري","ar","-2"
"مُسْتَغِلّ","ar","-2"
"مُسْتَفِزّ","ar","-2"
"مُسْتَنْقَع","ar","-1"
"مُسْتَهزئ","ar","-1"
"مُسْتهْتِر","ar","-2"
"مُسالِم","ar","1"
"مُشَجِّع","ar","2"
"مُشَكِّك","ar","-2"
"مُشَكِّك","ar","-2"
"مُشَوَّه","ar","-2"
"مُشَوِّق","ar","2"
"مُشْكِلة","ar","-2"
"مُشاغِب","ar","-2"
"مُشاكِس","ar","-2"
"مُشكِلة","ar","-2"
"مُصَمِّم","ar","2"
"مُصْطَنَع","ar","-1"
"مُصيبة","ar","-2"
"مُضَلَّل","ar","-2"
"مُضْحِك","ar","1"
"مُضْطَرِب","ar","-2"
"مُضْني","ar","-2"
"مُضايَقة","ar","-2"
"مُضايْقة","ar","-2"
"مُطَّلِع","ar","1"
"مُطَمْئن","ar","2"
"مُطارِد","ar","-2"
"مُطيع","ar","1"
"مُعَبِّر","ar","2"
"مُعَذِّب","ar","-2"
"مُعَرَّض","ar","-1"
"مُعَطَّل","ar","-1"
"مُعَطِّل","ar","-2"
"مُعْجَب","ar","2"
"مُعْجِزة","ar","2"
"مُعْضِلة","ar","-1"
"مُعادي","ar","-2"
"مُعارَضة","ar","-1"
"مُعارْضة","ar","-1"
"مُعاصِر","ar","1"
"مُعافى","ar","1"
"مُعاكِس","ar","-2"
"مُعاناة","ar","-2"
"مُغْرَم","ar","2"
"مُغْري","ar","2"
"مُفَضَّل","ar","2"
"مُفْرِح","ar","2"
"مُفْرِط","ar","-1"
"مُفْسِد","ar","-2"
"مُفيد","ar","2"
"مُقَيَّد","ar","-2"
"مُقْتَضَب","ar","-2"
"مُقْرِف","ar","-2"
"مُقْلِق","ar","-2"
"مُقْنِع","ar","2"
"مُقاطَعة","ar","-1"
"مُقاطْعة","ar","-1"
"مُكْتَظ","ar","-1"
"مُكْتَيب","ar","-2"
"مُلَطِّف","ar","1"
"مُلَوَّت","ar","-2"
"مُلْفِت","ar","2"
"مُلْهِم","ar","2"
"مُمَزَّق","ar","-2"
"مُمَيَّز","ar","2"
"مُمِلّ","ar","-2"
"مُمْتَنّ","ar","2"
"مُمْتِع","ar","2"
"مُمْتاز","ar","2"
"مُميت","ar","-2"
"مُنَظَّم","ar","1"
"مُنِظَّم","ar","1"
"مُنْبَعِج","ar","-2"
"مُنْتَشِر","ar","2"
"مُنْتِج","ar","1"
"مُنْحَدِر","ar","-2"
"مُنْحَرِف","ar","-2"
"مُنْحَصِر","ar","-1"
"مُنْحَطّ","ar","-2"
"مُنْحاز","ar","-1"
"مُنْدَفِع","ar","-1"
"مُنْزَعِج","ar","-2"
"مُنْسَجِم","ar","2"
"مُنْسَلّ","ar","-2"
"مُنْصِف","ar","1"
"مُنْطِق","ar","1"
"مُنْعَزِل","ar","-1"
"مُنْفَجِر","ar","-2"
"مُنْفَصِل","ar","-1"
"مُنْقِذ","ar","3"
"مُنْكوش","ar","-2"
"مُنْهَك","ar","-2"
"مُنْهِك","ar","-2"
"مُناسِب","ar","2"
"مُنافِق","ar","-2"
"مُهَدَّد","ar","-2"
"مُهَدِّد","ar","-2"
"مُهَذَّب","ar","2"
"مُهَرِّج","ar","-1"
"مُهَيِّج","ar","-2"
"مُهْدَر","ar","-1"
"مُهْمِل","ar","-2"
"مُهين","ar","-2"
"مُوَفَّق","ar","2"
"مُوَفِّر","ar","2"
"مُوّبِّخ","ar","-1"
"مِبَعْتَر","ar","-1"
"مِبَقَّع","ar","-1"
"مِبَهْدِل","ar","-2"
"مِبَهْرَج","ar","-1"
"مِتَضايِق","ar","-2"
"مِتَوازِن","ar","1"
"مِتْأجِّل","ar","-1"
"مِتْأخِّر","ar","-2"
"مِتْحَجَّر","ar","-2"
"مِتْحَمِّل","ar","-1"
"مِتْضَرَّر","ar","-2"
"مِتْعَصَّب","ar","-2"
"مِتْعَكْنِن","ar","2"
"مِتْعَنْطَز","ar","-2"
"مِتْفَرْفِت","ar","-2"
"مِتْفَكِّك","ar","-1"
"مِتْقَطَّع","ar","-2"
"مِتْلَخْبَط","ar","-2"
"مِتْلَمَّع","ar","1"
"مِتْلَوّي","ar","-1"
"مِتْنَرْفِز","ar","-2"
"مِتْنَوَّر","ar","2"
"مِتْناك","ar","-3"
"مِتْهَنّي","ar","2"
"مِتأخَّر","ar","-1"
"مِتكَعْبِل","ar","-1"
"مِثالِيّة","ar","3"
"مِثالي","ar","2"
"مِحَمِّل","ar","-2"
"مِحْنة","ar","-2"
"مِدَمَّع","ar","-2"
"مِدَهْنِن","ar","-1"
"مِدَهْوِل","ar","-2"
"مِرَكِّز","ar","1"
"مِرْحاض","ar","-1"
"مِزَحْلَق","ar","-2"
"مِزَعْزَع","ar","-2"
"مِزَغْلِل","ar","-1"
"مِزِز","ar","-1"
"مِسَيْطَر","ar","1"
"مِسَيْطِر","ar","1"
"مِسْتَعْجِل","ar","-1"
"مِساوِيّة","ar","1"
"مِصَحْصَح","ar","1"
"مِصْداقِيّة","ar","1"
"مِضَيَّق","ar","-2"
"مِضْياف","ar","2"
"مِعَرَّص","ar","-3"
"مِعَضَّل","ar","1"
"مِعَطَّل","ar","-2"
"مِعَفِّن","ar","-2"
"مِعَقَّد","ar","-2"
"مِغَيِّم","ar","-1"
"مِفَلِّس","ar","-2"
"مِقَرْيِف","ar","-2"
"مِقَشَّر","ar","-2"
"مِكَشَّر","ar","-2"
"مِكَلْكَع","ar","-1"
"مِلَخْبَط","ar","-2"
"مِلَزَّق","ar","-2"
"مِلَوِّن","ar","2"
"مِنَدّي","ar","-2"
"مِنَوَّر","ar","2"
"مِهَنِيّة","ar","2"
"مِهني","ar","2"
"مّدْروس","ar","1"
"ماكِر","ar","-1"
"مايِتْصَدَّقش","ar","3"
"مايِقْلِقْش","ar","2"
"مايتطاقْش","ar","-2"
"مأزِق","ar","-1"
"موضة","ar","1"
"مؤتِّر","ar","1"
"مؤثِّر","ar","1"
"مؤدَّب","ar","2"
"مؤذي","ar","-2"
"مؤسِف","ar","-2"
"مؤكَّد","ar","1"
"مؤلِم","ar","-2"
"مؤهَّل","ar","2"
"ميزة","ar","2"
"نَبيل","ar","2"
"نَجاح","ar","2"
"نَحيل","ar","-1"
"نَدَم","ar","-2"
"نَرْفَزة","ar","-1"
"نَزاهة","ar","1"
"نَشْوة","ar","3"
"نَشاز","ar","-2"
"نَشيط","ar","2"
"نَصَّاب","ar","-2"
"نَصْب","ar","-2"
"نَضافة","ar","2"
"نَقْد","ar","-2"
"نَقْص","ar","-2"
"نَقاء","ar","2"
"نَقي","ar","2"
"نُبَلاء","ar","2"
"نُبْل","ar","2"
"نُدْرة","ar","-1"
"نُعومة","ar","2"
"نِزاع","ar","-1"
"نِسْمة","ar","1"
"نِضيف","ar","2"
"نِفايات","ar","-1"
"نِمَكي","ar","-2"
"ناجِح","ar","2"
"نادِر","ar","2"
"ناشِف","ar","-1"
"ناشي","ar","1"
"ناضِج","ar","1"
"ناعِم","ar","2"
"نافِع","ar","1"
"نور","ar","1"
"هَبالة","ar","-1"
"هَدَد","ar","-1"
"هَذَيان","ar","-2"
"هَرْش","ar","-1"
"هَزيمة","ar","-2"
"هَشّ","ar","-1"
"هَلاك","ar","-2"
"هَمَجي","ar","-2"
"هَنا","ar","2"
"هَيْبة","ar","2"
"هُبْل","ar","-3"
"هُجوم","ar","-2"
"هُراء","ar","-2"
"هادِف","ar","1"
"هادي","ar","2"
"هادئ","ar","2"
"هامِشي","ar","-1"
"هايِج","ar","-2"
"هايِل","ar","2"
"هايْفة","ar","-2"
"هستيري","ar","-2"
"هوجة","ar","-2"
"هيبة","ar","2"
"وَجَع","ar","-2"
"وَحْش","ar","-2"
"وَحْشي","ar","-3"
"وَحاشة","ar","-2"
"وَدود","ar","1"
"وَضيع","ar","-2"
"وَطَني","ar","2"
"وَغْد","ar","-3"
"وَقِح","ar","-2"
"وَقاحة","ar","-2"
"وُضوح","ar","2"
"وِحِش","ar","-2"
"وِحْدة","ar","2"
"وِدّ","ar","1"
